player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
20801,/player/20801/c-ronaldo-dos-santos-aveiro/230009,23,9,2023-01-13,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,ST,88,88,31000000.0,86000.0,37,1985-02-05,187,83,350.0,Pro League,1.0,112139.0,Al Nassr,ST,7.0,,2023-01-01,2025.0,38,Portugal,1354.0,ST,7.0,Right,4,5,5,High/Low,Unique,Yes,52700000.0,"#Distance Shooter, #Clinical Finisher","Power Free-Kick, Flair, Long Shot Taker (AI), Outside Foot Shot",79.0,91.0,76.0,83.0,34.0,72.0,78,91,89,78,85,81,79,75,70,87,76,82,77,90,67,93,95,70,75,88,62,29,93,76,90,94,24,32,24,7,11,15,14,11,,87+1,87+1,87+1,84,86,86,86,84,83+3,83+3,83+3,82+3,75+3,75+3,75+3,82+3,60+3,58+3,58+3,58+3,60+3,57+3,52+3,52+3,52+3,57+3,20+3,https://cdn.sofifa.net/players/020/801/23_120.png
177003,/player/177003/luka-modric/230009,23,9,2023-01-13,L. Modrić,Luka Modrić,CM,88,88,29000000.0,230000.0,36,1985-09-09,172,66,53.0,La Liga,1.0,243.0,Real Madrid,RCM,10.0,,2012-08-01,2023.0,10,Croatia,1328.0,RCM,10.0,Right,4,4,4,Medium/Medium,Lean (170-185),Yes,59500000.0,"#Playmaker, #Crosser, #Acrobat, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",73.0,76.0,89.0,88.0,72.0,66.0,86,72,55,91,76,85,85,78,92,90,76,70,91,88,92,79,67,83,58,82,62,80,78,90,83,92,70,75,72,13,9,7,14,9,,76+3,76+3,76+3,83,82,82,82,83,86+2,86+2,86+2,84+3,87+1,87+1,87+1,84+3,81+3,81+3,81+3,81+3,81+3,79+3,72+3,72+3,72+3,79+3,19+3,https://cdn.sofifa.net/players/177/003/23_120.png
182521,/player/182521/toni-kroos/230009,23,9,2023-01-13,T. Kroos,Toni Kroos,CM,88,88,72000000.0,310000.0,32,1990-01-04,183,76,53.0,La Liga,1.0,243.0,Real Madrid,LCM,8.0,,2014-07-17,2023.0,21,Germany,,,,Right,5,3,4,Medium/Medium,Normal (170-185),Yes,147600000.0,"#Playmaker, #Distance Shooter, #Crosser, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",53.0,81.0,90.0,81.0,71.0,68.0,88,77,58,93,82,80,86,84,93,88,55,52,63,90,71,89,32,75,72,86,60,80,76,89,73,88,71,73,60,10,11,13,7,10,,77+3,77+3,77+3,80,81,81,81,80,83+3,83+3,83+3,81+3,86+2,86+2,86+2,81+3,77+3,81+3,81+3,81+3,77+3,74+3,71+3,71+3,71+3,74+3,19+3,https://cdn.sofifa.net/players/182/521/23_120.png
192448,/player/192448/marc-andre-ter-stegen/230009,23,9,2023-01-13,M. ter Stegen,Marc-André ter Stegen,GK,88,89,68500000.0,210000.0,30,1992-04-30,187,85,53.0,La Liga,1.0,241.0,FC Barcelona,GK,1.0,,2014-07-01,2025.0,21,Germany,1337.0,SUB,12.0,Right,4,1,4,Medium/Medium,Unique,Yes,145600000.0,,"Rushes Out Of Goal, Comes For Crosses, Saves with Feet",,,,,,,18,14,11,61,14,21,18,12,63,30,45,50,39,85,43,65,79,35,78,10,43,22,11,70,25,70,25,13,10,86,85,87,85,90,47.0,35+3,35+3,35+3,35,38,38,38,35,42+3,42+3,42+3,39+3,45+3,45+3,45+3,39+3,33+3,41+3,41+3,41+3,33+3,31+3,33+3,33+3,33+3,31+3,86+3,https://cdn.sofifa.net/players/192/448/23_120.png
193041,/player/193041/keylor-navas/230009,23,9,2023-01-13,K. Navas,Keylor Navas Gamboa,GK,88,88,10000000.0,85000.0,35,1986-12-15,185,80,16.0,Ligue 1,1.0,73.0,Paris Saint Germain,SUB,1.0,,2019-09-02,2024.0,72,Costa Rica,,,,Right,3,1,3,Medium/Medium,Normal (185+),Yes,18500000.0,,"GK Long Throw, Cautious With Crosses",,,,,,,11,15,11,40,11,24,21,15,37,30,54,53,60,84,61,56,74,39,75,13,32,22,16,68,25,67,28,14,14,89,84,75,87,89,54.0,34+3,34+3,34+3,35,37,37,37,35,40+3,40+3,40+3,37+3,39+3,39+3,39+3,37+3,32+3,36+3,36+3,36+3,32+3,31+3,32+3,32+3,32+3,31+3,86+2,https://cdn.sofifa.net/players/193/041/23_120.png
200104,/player/200104/heung-min-son/230009,23,9,2023-01-13,H. Son,손흥민 孙兴慜,"LW, LM, ST",88,88,89500000.0,230000.0,29,1992-07-08,183,78,13.0,Premier League,1.0,18.0,Tottenham Hotspur,LW,7.0,,2015-08-28,2025.0,167,Korea Republic,,,,Right,5,4,4,High/Medium,Unique,Yes,170100000.0,"#Dribbler, #Distance Shooter, #Clinical Finisher, #Complete Forward","Solid Player, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI), Team Player",88.0,89.0,80.0,85.0,42.0,69.0,83,91,68,81,79,86,87,74,74,82,85,90,85,91,76,88,60,88,64,89,62,39,91,81,73,89,47,34,33,11,13,13,6,10,,85+3,85+3,85+3,86,86,86,86,86,85+3,85+3,85+3,85+3,78+3,78+3,78+3,85+3,67+3,63+3,63+3,63+3,67+3,63+3,54+3,54+3,54+3,63+3,19+3,https://cdn.sofifa.net/players/200/104/23_120.png
207865,/player/207865/marcos-aoas-correa/230009,23,9,2023-01-13,Marquinhos,Marcos Aoás Corrêa,CB,88,90,92000000.0,170000.0,28,1994-05-14,183,75,16.0,Ligue 1,1.0,73.0,Paris Saint Germain,LCB,5.0,,2013-07-19,2024.0,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,177100000.0,"#Tackling, #Tactician ","Power Header, Team Player",79.0,56.0,75.0,74.0,89.0,80.0,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86,90,89,89,6,6,12,10,13,,72+3,72+3,72+3,73,73,73,73,73,75+3,75+3,75+3,76+3,79+3,79+3,79+3,76+3,83+3,85+3,85+3,85+3,83+3,84+3,87+3,87+3,87+3,84+3,18+3,https://cdn.sofifa.net/players/207/865/23_120.png
210514,/player/210514/joao-pedro-cavaco-cancelo/230009,23,9,2023-01-13,João Cancelo,João Pedro Cavaco Cancelo,"LB, RB",88,88,82500000.0,250000.0,28,1994-05-27,182,74,13.0,Premier League,1.0,10.0,Manchester City,LB,7.0,,2019-08-07,2027.0,38,Portugal,1354.0,RB,20.0,Right,4,4,3,High/Medium,Unique,Yes,152600000.0,"#Dribbler, #Crosser","Early Crosser, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",85.0,73.0,85.0,85.0,81.0,73.0,88,69,72,88,62,86,87,69,79,87,86,84,79,85,78,80,72,91,62,79,76,82,81,85,52,86,79,84,80,6,9,15,14,14,,78+3,78+3,78+3,84,83,83,83,84,84+3,84+3,84+3,85+3,84+3,84+3,84+3,85+3,85+3,83+3,83+3,83+3,85+3,84+3,79+3,79+3,79+3,84+3,19+3,https://cdn.sofifa.net/players/210/514/23_120.png
215914,/player/215914/ngolo-kante/230009,23,9,2023-01-13,N. Kanté,N'Golo Kanté,"CDM, CM",88,88,64000000.0,210000.0,31,1991-03-29,168,70,13.0,Premier League,1.0,5.0,Chelsea,RES,7.0,,2016-07-16,2023.0,18,France,,,,Right,3,2,4,Medium/High,Unique,Yes,118400000.0,"#Tackling, #Tactician ","Injury Prone, Leadership",72.0,66.0,74.0,81.0,86.0,81.0,68,65,54,81,56,78,49,49,76,81,77,68,78,91,92,71,75,93,72,65,92,89,72,77,54,84,90,92,85,15,12,10,7,10,,72+3,72+3,72+3,76,76,76,76,76,77+3,77+3,77+3,77+3,81+3,81+3,81+3,77+3,83+3,85+3,85+3,85+3,83+3,83+3,83+3,83+3,83+3,83+3,20+3,https://cdn.sofifa.net/players/215/914/23_120.png
218667,/player/218667/bernardo-mota-carvalho-e-silva/230009,23,9,2023-01-13,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CAM, CM",88,88,97500000.0,260000.0,27,1994-08-10,173,64,13.0,Premier League,1.0,10.0,Manchester City,SUB,20.0,,2017-07-01,2025.0,38,Portugal,1354.0,RW,10.0,Left,3,4,2,High/High,Lean (170-185),Yes,180400000.0,"#Dribbler, #Engine, #Acrobat","Flair, Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",74.0,78.0,84.0,92.0,66.0,68.0,85,79,51,89,78,92,85,67,77,91,84,65,94,87,92,79,51,93,54,78,77,65,83,85,68,90,66,73,58,9,10,14,12,9,,78+2,78+2,78+2,85,84,84,84,85,86+2,86+2,86+2,86+2,84+2,84+2,84+2,86+2,78+2,77+2,77+2,77+2,78+2,75+2,67+2,67+2,67+2,75+2,19+2,https://cdn.sofifa.net/players/218/667/23_120.png
